Amigo	Amigo	NP00000	amigo
	,	Fc	,
es	es	VSIP3S0	ser
la	la	DA0FS0	el
dha	dicha	VMP00SF	decir
Ysabel	Isabel	NP00000	isabel
ante	ante	SPS00	ante
el	el	DA0MS0	el
Juez	juez	NCCS000	juez
Receptor	receptor	AQ0MS0	receptor
q	que	PR0CN000	que
ira	irá	VMIF3S0	ir
por	por	SPS00	por
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
(	(	Fba	(
y	y	CC	y
Yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
presento	presento	VMIP1S0	presentar
pr	por	SPS00	por
testigo	testigo	NCCS000	testigo
)	)	Fbt	)
	.	Fp	.
como	Como	CS	como
aunq	aunque	CS	aunque
es	es	VSIP3S0	ser
cierto	cierto	AQ0MS0	cierto
declaro	declaró	VMIS3S0	declarar
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
ante	ante	SPS00	ante
el	el	DA0MS0	el
Juez	juez	NCCS000	juez
de	de	SPS00	de
la	la	DA0FS0	el
Sumaria	sumaria	NCFS000	sumaria
y	y	CC	y
ante	ante	SPS00	ante
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
lo	lo	DA0NS0	el
q	que	PR0CN000	que
expresan	expresan	VMIP3P0	expresar
,	,	Fc	,
pero	pero	CC	pero
que	que	CS	que
todo	todo	PI0MS000	todo
es	es	VSIP3S0	ser
falso	falso	AQ0MS0	falso
y	y	CC	y
maquinado	maquinado	VMP00SM	maquinar
por	por	SPS00	por
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
,	.	Fp	.
que	Que	CS	que
asi	así	RG	así
Palazios	Palacios	NP00000	palacios
en	en	SPS00	en
su	su	DP3CS0	su
Casa	casa	NCFS000	casa
como	como	CC	como
tacones	Tacones	NP00000	tacones
la	la	PP3FSA00	lo
influieron	influyeron	VMIS3P0	influir
y	y	CC	y
engañaron	engañaron	VMIS3P0	engañar
como	como	PA000000	como
dozil	dócil	AQ0CS0	dócil
para	para	SPS00	para
que	que	CS	que
declarara	declarara	VMSI0S0	declarar
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
que	que	CS	que
Yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
pretendi	pretendí	VMIS1S0	pretender
,	,	Fc	,
pero	pero	CC	pero
q	que	CS	que
aora	ahora	RG	ahora
declara	declara	VMIP3S0	declarar
como	como	CS	como
Jamas	jamás	RG	jamás
Yo	yo	PP1CSN00	yo
no	no	RN	no
solo	sólo	RG	sólo
no	no	RN	no
la	la	PP3FSA00	lo
pretendido	pretendido	VMP00SM	pretender
Jamas	jamás	RG	jamás
	,	Fc	,
si	si	CS	si
que	que	CS	que
Jamas	jamás	RG	jamás
ha	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
ni	ni	CCN	ni
oido	oído	VMP0000	oír
en	en	SPS00	en
mi	mí	PP1CSO00	mí
una	una	DI0FS0	uno
aczion	acción	NCFS000	acción
ni	ni	CCN	ni
Palabra	palabra	NCFS000	palabra
deshonesta	deshonesta	AQ0FS0	deshonesto
.	.	Fp	.
y	Y	CC	y
asi	así	RG	así
q	que	CS	que
declara	declara	VMIP3S0	declarar
pa	para	SPS00	para
descargo	descargo	NCMS000	descargo
de	de	SPS00	de
su	su	DP3CS0	su
conciencia	conciencia	NCFS000	conciencia
lo	lo	DA0NS0	el
dho	dicho	VMP00SM	decir
de	de	SPS00	de
ser	ser	VSN0000	ser
todo	todo	PI0MS000	todo
á	a	SPS00	a
influjo	influjo	NCMS000	influjo
de	de	SPS00	de
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
mis	mis	DP1CPS	mi
enemigos	enemigos	NCMP000	enemigo
,	.	Fp	.
y	Y	CC	y
q	que	CS	que
Jamas	jamás	RG	jamás
ha	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
en	en	SPS00	en
mi	mí	PP1CSO00	mí
ni	ni	CCN	ni
oido	oído	VMP00SM	oír
mal	mal	AQ0MS0	mal
exemplo	ejemplo	NCMS000	ejemplo
en	en	SPS00	en
cosa	cosa	NCFS000	cosa
,	;	Fx	;
antes	antes	RG	antes
bien	bien	RG	bien
	,	Fc	,
sienpre	siempre	RG	siempre
	(	Fba	(
como	como	PA000000	como
sabe	sabe	VMIP3S0	saber
asta	hasta	SPS00	hasta
el	el	DA0MS0	el
Mozo	mozo	NCMS000	mozo
	)	Fbt	)
les	les	PP3CPD00	le
he	he	VAIP1S0	haber
dado	dado	VMP0000	dar
buena	buena	AQ0FS0	bueno
Doctrina	doctrina	NCFS000	doctrina
rezando	rezando	VMG0000	rezar
el	el	DA0MS0	el
Sto	Santo	AQ0MS0	santo
Rosario	Rosario	NP00000	rosario
de	de	SPS00	de
noche	noche	NCFS000	noche
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
q	que	CS	que
pr	por	SPS00	por
hablar	hablar	VMN0000	hablar
bien	bien	RG	bien
antes	antes	RG	antes
asegura	asegura	VMIP3S0	asegurar
su	su	DP3CS0	su
salvazon	salvación	NCFS000	salvación
le	le	PP3CSD00	le
dira	dirá	VMIF3S0	decir
Vmd	VM	NP00000	VM
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
q	que	CS	que
haziendo	haciendo	VMG0000	hacer
esto	esto	PD0NN000	esto
tengan	tengan	VMSP3P0	tener
entendido	entendido	VMP00SM	entender
	,	Fc	,
asi	así	RG	así
dha	dicha	VMP00SF	decir
Ysabel	Isabel	NP00000	isabel
como	como	CC	como
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
	,	Fc	,
que	que	CS	que
Jamas	jamás	RG	jamás
tomare	tomaré	VMIF1S0	tomar
en	en	SPS00	en
boca	boca	NCFS000	boca
los	los	DA0MP0	el
dhos	dichos	VMP00PM	decir
107	107	Z	107
Rs	reales	NCMP000	real
que	que	PR0CN000	que
me	me	PP1CS000	me
debe	debe	VMIP3S0	deber
y	y	CC	y
no	no	RN	no
ha	ha	VAIP3S0	haber
ganado	ganado	VMP0000	ganar
aun	aún	RG	aun
de	de	SPS00	de
soldada	soldada	NCFS000	soldada
q	que	PR0CN000	que
me	me	PP1CS000	me
debe	debe	VMIP3S0	deber
,	.	Fp	.
pues	Pues	CS	pues
la	la	PP3FSA00	lo
Vesti	vestí	VMIS1S0	vestir
como	como	PA000000	como
sabe	sabe	VMIP3S0	saber
de	de	SPS00	de
qto	cuanto	PR0MS000	cuanto
pidió	pidió	VMIS3S0	pedir
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
ante	ante	SPS00	ante
testigos	testigos	NCCP000	testigo
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
	(	Fba	(
q	que	PR0CN000	que
son	son	VSIP3P0	ser
la	la	DA0FS0	el
Vezina	vecina	NCFS000	vecino
,	,	Fc	,
el	el	DA0MS0	el
Mozo	mozo	NCMS000	mozo
y	y	CC	y
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
	,	Fc	,
de	de	SPS00	de
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
tomado	tomado	VMP00SM	tomar
testimo	testimonio	NCMS000	testimonio
)	)	Fbt	)
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
q	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
detubiera	detuviera	VMSI0S0	detener
en	en	SPS00	en
vestirla	vestirla	VMN0000+PP3FSA00	vestir+lo
	,	Fc	,
como	como	PA000000	como
se	se	P00CN000	se
acordara	acordará	VMIF3S0	acordar
,	.	Fp	.
q	Que	CS	que
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
no	no	RN	no
era	era	VSII0S0	ser
honbre	hombre	NCMS000	hombre
que	que	PR0CN000	que
no	no	RN	no
habia	había	VMII0S0	haber
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
el	el	DA0MS0	el
exceso	exceso	NCMS000	exceso
siempre	siempre	RG	siempre
que	que	CS	que
no	no	RN	no
cumpliese	cumpliese	VMSI0S0	cumplir
no	no	RN	no
solo	sólo	RG	sólo
un	un	DI0MS0	uno
año	año	NCMS000	año
si	si	CS	si
dos	dos	Z	2
años	años	NCMP000	año
q	que	PR0CN000	que
gustase	gustase	VMSI0S0	gustar
de	de	SPS00	de
servizio	servicio	NCMS000	servicio
en	en	SPS00	en
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
,	,	Fc	,
en	en	SPS00	en
cuio	cuyo	PU0MS000	cuyo
supto	supuesto	VMP00SM	suponer
le	le	PP3CSD00	le
hize	hice	VMIS1S0	hacer
hasta	hasta	SPS00	hasta
casaca	casaca	NCFS000	casaca
de	de	SPS00	de
paño	paño	NCMS000	paño
fino	fino	AQ0MS0	fino
y	y	CC	y
mangtes	mangotes	NCMP000	mangote
finos	finos	AQ0MP0	fino
y	y	CC	y
qto	cuanto	PR0MS000	cuanto
esta	está	VMIP3S0	estar
sentado	sentado	VMP00SM	sentar
;	.	Fp	.
y	Y	CC	y
despues	después	RG	después
pr	por	SPS00	por
medio	medio	NCMS000	medio
del	del	SPS00+DA0MS0	de+el
Pe	padre	NCMS000	padre
fr	fray	NP00000	fray
Pedro	Pedro	NP00000	pedro
Carmelita	carmelita	AQ0CS0	carmelita
(	(	Fba	(
qn	quien	PR0CS000	quien
tanbien	también	RG	también
declarara	declarará	VMIF3S0	declarar
si	si	CS	si
no	no	RN	no
haze	hace	VMIP3S0	hacer
lo	lo	DA0NS0	el
dho	dicho	VMP00SM	decir
de	de	SPS00	de
declarar	declarar	VMN0000	declarar
aora	ahora	RG	ahora
en	en	SPS00	en
mi	mi	DP1CSS	mi
favor	favor	NCMS000	favor
y	y	CC	y
q	que	CS	que
lo	lo	DA0NS0	el
dho	dicho	VMP00SM	decir
antes	antes	RG	antes
fue	fue	VSIS3S0	ser
á	a	SPS00	a
influjo	influjo	NCMS000	influjo
y	y	CC	y
engaño	engaño	NCMS000	engaño
	,	Fc	,
como	como	SPS00	como
muchacha	muchacha	NCFS000	muchacho
de	de	SPS00	de
pocos	pocos	DI0MP0	poco
años	años	NCMP000	año
)	,	Fbt	)
de	de	SPS00	de
los	los	DA0MP0	el
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
,	)	Fbt	)
por	por	SPS00	por
medio	medio	NCMS000	medio
	,	Fc	,
digo	digo	VMIP1S0	decir
	,	Fc	,
de	de	SPS00	de
dho	dicho	VMP00SM	decir
Pe	padre	NCMS000	padre
si	si	CS	si
le	le	PP3CSD00	le
llebo	llevó	VMIS3S0	llevar
la	la	DA0FS0	el
Casaca	casaca	NCFS000	casaca
fue	fue	VSIS3S0	ser
tanbien	también	RG	también
porq	porque	CS	porque
le	le	PP3CSD00	le
dijo	dijo	VMIS3S0	decir
venia	venía	VMII0S0	venir
y	y	CC	y
esperaba	esperaba	VMII0S0	esperar
â	a	SPS00	a
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
y	y	CC	y
que	que	CS	que
ajustariamos	ajustaríamos	VMIC1P0	ajustar
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
	,	Fc	,
y	y	CC	y
tanbien	también	RG	también
por	por	SPS00	por
la	la	DA0FS0	el
pabra	palabra	NCFS000	palabra
q	que	PR0CN000	que
dio	dio	VMIS3S0	dar
á	a	SPS00	a
dho	dicho	VMP00SM	decir
Pe	padre	NP00000	padre
fr	fray	NP00000	fray
Pedro	Pedro	NP00000	pedro
de	de	SPS00	de
q	que	CS	que
por	por	SPS00	por
mas	más	RC	más
q	que	CS	que
la	la	PP3FSA00	lo
influiesen	influyesen	VMSI3P0	influir
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
q	que	CS	que
no	no	RN	no
se	se	P00CN000	se
dejaria	dejaría	VMIC0S0	dejar
engañar	engañar	VMN0000	engañar
ni	ni	CCN	ni
me	me	PP1CS000	me
infamaria	infamaría	VMIC0S0	infamar
;	.	Fp	.
y	Y	CC	y
habiendo	habiendo	VAG0000	haber
echo	hecho	VMP0000	hacer
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
contrario	contrario	AQ0MS0	contrario
y	y	CC	y
faltado	faltado	VMP0000	faltar
a	a	SPS00	a
dha	dicha	VMP00SF	decir
palabra	palabra	NCFS000	palabra
	,	Fc	,
no	no	RN	no
es	es	VSIP3S0	ser
digna	digna	AQ0FS0	digno
si	si	CS	si
de	de	SPS00	de
que	que	CS	que
Yo	yo	PP1CSN00	yo
	,	Fc	,
conclusa	conclusa	AQ0FSP	concluso
mi	mi	DP1CSS	mi
dependienzia	dependencia	NCFS000	dependencia
	(	Fba	(
la	la	DA0FS0	el
q	que	PR0CN000	que
ya	ya	RG	ya
llebo	llevo	VMIP1S0	llevar
en	en	SPS00	en
buen	buen	AQ0MS0	bueno
estado	estado	NCMS000	estado
	)	Fbt	)
	,	Fc	,
recupere	recupere	VMSP0S0	recuperar
mi	mi	DP1CSS	mi
dha	dicha	VMP00SF	decir
Cantidd	cantidad	NCFS000	cantidad
	,	Fc	,
pues	pues	CS	pues
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
esta	está	VMIP3S0	estar
sobre	sobre	SPS00	sobre
esto	esto	PD0NN000	esto
la	la	DA0FS0	el
pobre	pobre	AQ0CS0	pobre
mas	más	RC	más
fuerte	fuerte	AQ0CS0	fuerte
que	que	CS	que
Yo	yo	PP1CSN00	yo
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
prebengo	prevengo	VMIP1S0	prevenir
á	a	SPS00	a
Vmd	VM	NP00000	VM
pa	para	SPS00	para
q	que	CS	que
con	con	SPS00	con
arte	arte	NCCS000	arte
	,	Fc	,
asi	así	RG	así
Vmd	VM	NP00000	VM
como	como	CC	como
su	su	DP3CS0	su
sa	señora	NP00000	señor
Parta	parienta	NCFS000	pariente
	,	Fc	,
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
participen	participen	VMSP3P0	participar
	.	Fp	.
q	Que	CS	que
solo	sólo	RG	sólo
con	con	SPS00	con
esto	esto	PD0NN000	esto
q	que	PR0CN000	que
le	le	PP3CSD00	le
pido	pido	VMIP1S0	pedir
que	que	CS	que
haga	haga	VMSP0S0	hacer
en	en	SPS00	en
la	la	DA0FS0	el
declarazon	declaración	NCFS000	declaración
q	que	PR0CN000	que
iran	irán	VMIF3P0	ir
â	a	SPS00	a
tomarle	tomarle	VMN0000+PP3CSD00	tomar+le
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
,	,	Fc	,
q	que	CS	que
tirando	tirando	VMG0000	tirar
ella	ella	PP3FS000	él
y	y	CC	y
culpando	culpando	VMG0000	culpar
â	a	SPS00	a
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
de	de	SPS00	de
q	que	CS	que
la	la	PP3FSA00	lo
engañaron	engañaron	VMIS3P0	engañar
y	y	CC	y
q	que	CS	que
en	en	SPS00	en
mi	mí	PP1CSO00	mí
no	no	RN	no
ha	ha	VAIP3S0	haber
visto	visto	VMP0000	ver
ni	ni	CCN	ni
notado	notado	VMP0000	notar
si	si	CS	si
mucho	mucho	DI0MS0	mucho
exemplo	ejemplo	NCMS000	ejemplo
,	,	Fc	,
q	que	CS	que
esto	esto	PD0NN000	esto
dhos	dichos	VMP00PM	decir
Alcaldes	alcaldes	NCMP000	alcalde
Jamas	jamás	RG	jamás
lo	lo	PP3CNA00	lo
han	han	VMIP3P0	haber
de	de	SPS00	de
saber	saber	VMN0000	saber
,	,	Fc	,
pues	pues	CS	pues
los	los	DA0MP0	el
autos	autos	NCMP000	auto
se	se	P00CN000	se
sepultan	sepultan	VMIP3P0	sepultar
aqui	aquí	RG	aquí
,	.	Fp	.
y	Y	CC	y
q	que	CS	que
Por	por	SPS00	por
hablar	hablar	VMN0000	hablar
bien	bien	RG	bien
de	de	SPS00	de
su	su	DP3CS0	su
Amo	amo	NCMS000	amo
	,	Fc	,
de	de	SPS00	de
quien	quien	PR0CS000	quien
ha	ha	VAIP3S0	haber
comido	comido	VMP0000	comer
su	su	DP3CS0	su
pan	pan	NCMS000	pan
y	y	CC	y
l	le	PP3CSD00	le
a	ha	VAIP3S0	haber
Vestido	vestido	VMP0000	vestir
y	y	CC	y
mas	más	RC	más
siendo	siendo	VSG0000	ser
sazerdote	sacerdote	NCMS000	sacerdote
	,	Fc	,
antes	antes	RG	antes
asegura	asegura	VMIP3S0	asegurar
su	su	DP3CS0	su
salvazon	salvación	NCFS000	salvación
y	y	CC	y
el	el	DA0MS0	el
q	que	CS	que
todos	todos	PI0MP000	todo
digan	digan	VMSP3P0	decir
bien	bien	RG	bien
d	de	SPS00	de
ella	ella	PP3FS000	él
,	,	Fc	,
pues	pues	CS	pues
de	de	SPS00	de
lo	lo	DA0NS0	el
contrario	contrario	AQ0MS0	contrario
todos	todos	DI0MP0	todo
qtos	cuantos	PR0MP000	cuanto
lo	lo	PP3CNA00	lo
an	han	VAIP3P0	haber
sabido	sabido	VMP0000	saber
an	han	VAIP3P0	haber
dicho	dicho	VMP0000	decir
q	que	CS	que
ley	ley	NCFS000	ley
de	de	SPS00	de
perro	perro	NCMS000	perro
es	es	VSIP3S0	ser
la	la	DA0FS0	el
de	de	SPS00	de
tal	tal	DD0CS0	tal
Muger	mujer	NCFS000	mujer
,	,	Fc	,
q	que	CS	que
mas	más	RC	más
hiziera	hiciera	VMSI0S0	hacer
una	una	DI0FS0	uno
fiera	fiera	NCFS000	fiera
de	de	SPS00	de
ingratitud	ingratitud	NCFS000	ingratitud
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
q	que	CS	que
Yo	yo	PP1CSN00	yo
no	no	RN	no
me	me	PP1CS000	me
persuado	persuado	VMIP1S0	persuadir
ella	ella	PP3FS000	él
me	me	PP1CS000	me
haia	haya	VASP0S0	haber
mobido	movido	VMP0000	mover
tal	tal	PD0CS000	tal
	,	Fc	,
si	si	CS	si
q	que	CS	que
son	son	VSIP3P0	ser
todas	todas	PI0FP000	todo
proposiznes	proposiciones	NCFP000	proposición
sugeridas	sugeridas	VMP00PF	sugerir
é	e	CC	y
influidas	influidas	VMP00PF	influir
pr	por	SPS00	por
tacones	Tacones	NP00000	tacones
	,	Fc	,
prq	porque	CS	porque
el	él	PP3MS000	él
la	la	PP3FSA00	lo
engaño	engañó	VMIS3S0	engañar
con	con	SPS00	con
q	que	CS	que
me	me	PP1CS000	me
sacaria	sacaría	VMIC0S0	sacar
la	la	DA0FS0	el
Casaca	casaca	NCFS000	casaca
,	,	Fc	,
la	la	DA0FS0	el
q	que	PR0CN000	que
no	no	RN	no
quise	quise	VMIS1S0	querer
dar	dar	VMN0000	dar
á	a	SPS00	a
tacones	Tacones	NP00000	tacones
.	.	Fp	.
ni	Ni	CC	ni
Vale	vale	VMIP3S0	valer
q	que	CS	que
ella	ella	PP3FS000	él
diga	diga	VMSP0S0	decir
lo	lo	DA0NS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
Pardo	Pardo	NP00000	pardo
le	le	PP3CSD00	le
sujerieron	sugirieron	VMIS3P0	sugerir
q	que	CS	que
ella	ella	PP3FS000	él
dijera	dijera	VMSI0S0	decir
la	la	PP3FSA00	lo
Vesti	vestí	VMIS1S0	vestir
Yo	yo	PP1CSN00	yo
de	de	SPS00	de
Valde	balde	NCMS000	balde
y	y	CC	y
pr	por	SPS00	por
gusto	gusto	NCMS000	gusto
	,	Fc	,
ni	ni	CC	ni
q	que	CS	que
fue	fue	VSIS3S0	ser
dado	dado	VMP00SM	dar
	,	Fc	,
pues	pues	CS	pues
consta	consta	VMIP3S0	constar
lo	lo	DA0NS0	el
contrario	contrario	AQ0MS0	contrario
pr	por	SPS00	por
testigs	testigos	NCCP000	testigo
de	de	SPS00	de
q	que	CS	que
pagaria	pagaría	VMIC0S0	pagar
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
y	y	CC	y
ó	o	CC	o
q	que	CS	que
estaria	estaría	VMIC0S0	estar
en	en	SPS00	en
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
aunq	aunque	CS	aunque
fuera	fuera	VSSI0S0	ser
dos	dos	Z	2
años	años	NCMP000	año
	.	Fp	.
conq	Conque	CS	conque
pr	por	SPS00	por
ai	ahí	RG	ahí
no	no	RN	no
se	se	P00CN000	se
fie	fíe	VMSP0S0	fiar
	,	Fc	,
porq	porque	CS	porque
el	el	DA0MS0	el
Correxidor	corregidor	NCMS000	corregidor
con	con	SPS00	con
Costas	costas	NCFP000	costa
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
ofrezido	ofrecido	VMP00SM	ofrecer
ir	ir	VMN0000	ir
a	a	SPS00	a
un	un	DI0MS0	uno
Ministril	ministril	NCMS000	ministril
a	a	SPS00	a
la	la	DA0FS0	el
óra	hora	NCFS000	hora
q	que	PR0CN000	que
Yo	yo	PP1CSN00	yo
avise	avise	VMSP0S0	avisar
	,	Fc	,
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Jamas	jamás	RG	jamás
	(	Fba	(
dira	dirá	VMIF3S0	decir
Vmd	VM	NP00000	VM
	)	Fbt	)
practicare	practicaré	VMIF1S0	practicar
como	como	CS	como
ella	ella	PP3FS000	él
se	se	P00CN000	se
porte	porte	VMSP0S0	portar
en	en	SPS00	en
dha	dicha	VMP00SF	decir
declarazon	declaración	NCFS000	declaración
diziendo	diciendo	VMG0000	decir
lo	lo	DA0NS0	el
dho	dicho	VMP00SM	decir
todo	todo	PI0MS000	todo
como	como	PA000000	como
lo	lo	PP3CNA00	lo
expreso	expreso	VMIP1S0	expresar
	,	Fc	,
sobre	sobre	SPS00	sobre
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmd	VM	NP00000	VM
y	y	CC	y
algun	algún	DI0MS0	alguno
Amigo	amigo	NCMS000	amigo
(	(	Fba	(
si	si	CS	si
Vmd	VM	NP00000	VM
no	no	RN	no
basta	basta	VMIP3S0	bastar
)	)	Fbt	)
diestro	diestro	AQ0MS0	diestro
la	la	PP3FSA00	lo
tendra	tendrá	VMIF3S0	tener
bien	bien	RG	bien
instruida	instruida	VMP00SF	instruir
pa	para	SPS00	para
qdo	cuando	PA000000	cuando
vaia	vaya	VMSP0S0	ir
el	el	DA0MS0	el
Receptor	receptor	NCMS000	receptor
	,	Fc	,
q	que	CS	que
procurare	procuraré	VMIF1S0	procurar
baia	vaya	VMSP0S0	ir
asta	hasta	SPS00	hasta
unos	unos	DI0MP0	uno
dias	días	NCMP000	día
en	en	SPS00	en
Viniendo	viniendo	VMG0000	venir
de	de	SPS00	de
otros	otros	DI0MP0	otro
testigos	testigos	NCCP000	testigo
en	en	SPS00	en
mi	mi	DP1CSS	mi
favr	favor	NCMS000	favor
de	de	SPS00	de
Mazarulleq	Mazarulleque	NP00000	mazarulleque
;	.	Fp	.
y	Y	CC	y
digale	dígale	VMSP0S0+PP3CSD00	decir+le
Vmd	VM	NP00000	VM
â	a	SPS00	a
su	su	DP3CS0	su
Pe	padre	NCMS000	padre
tanbien	también	RG	también
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
q	que	CS	que
Yo	yo	PP1CSN00	yo
esto	estoy	VMIP1S0	estar
preso	preso	AQ0MS0	preso
hasta	hasta	SPS00	hasta
q	que	CS	que
se	se	P00CN000	se
sentenzie	sentencie	VMSP0S0	sentenciar
mi	mi	DP1CSS	mi
pleito	pleito	NCMS000	pleito
y	y	CC	y
q	que	CS	que
en	en	SPS00	en
este	este	DD0MS0	este
supuesto	supuesto	VMP00SM	suponer
	,	Fc	,
si	si	CS	si
gusta	gusta	VMIP3S0	gustar
traher	traer	VMN0000	traer
a	a	SPS00	a
mi	mi	DP1CSS	mi
Criada	criada	NCFS000	criado
Ysabel	Isabel	NP00000	isabel
casa	casa	NCFS000	casa
de	de	SPS00	de
mi	mi	DP1CSS	mi
Primo	primo	NCMS000	primo
Dn	don	NP00000	don
Julian	Julián	NP00000	julián
Cortijo	Cortijo	NP00000	cortijo
	(	Fba	(
el	el	DA0MS0	el
Aguazil	alguacil	NCMS000	alguacil
maior	mayor	AQ0CS0	mayor
	)	Fbt	)
para	para	SPS00	para
dho	dicho	VMP00SM	decir
efecto	efecto	NCMS000	efecto
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
alli	allí	RG	allí
la	la	DA0FS0	el
declarazn	declaración	NCFS000	declaración
dha	dicha	VMP00SF	decir
secretamte	secretamente	RG	secretamente
	,	Fc	,
q	que	CS	que
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
sabre	sabré	VMIF1S0	saber
agradezer	agradecer	VMN0000	agradecer
	.	Fp	.
y	Y	CC	y
no	no	RN	no
tendra	tendrá	VMIF3S0	tener
el	el	DA0MS0	el
Receptor	receptor	NCMS000	receptor
	,	Fc	,
q	que	PR0CN000	que
discurro	discurro	VMIP1S0	discurrir
sera	será	VSIF3S0	ser
un	un	DI0MS0	uno
Amigo	amigo	NCMS000	amigo
y	y	CC	y
lego	lego	AQ0MS0	lego
el	el	DA0MS0	el
q	que	PR0CN000	que
Vaia	vaya	VMSP0S0	ir
,	,	Fc	,
q	que	CS	que
ir	ir	VMN0000	ir
;	;	Fx	;
pero	pero	CC	pero
si	si	CS	si
no	no	RN	no
pudiese	pudiese	VMSI0S0	poder
Venir	venir	VMN0000	venir
	,	Fc	,
ira	irá	VMIF3S0	ir
	.	Fp	.
Y	Y	CC	y
asi	así	RG	así
d	de	SPS00	de
esto	esto	PD0NN000	esto
como	como	CC	como
de	de	SPS00	de
todo	todo	DI0MS0	todo
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
de	de	SPS00	de
que	que	CS	que
queda	queda	VMIP3S0	quedar
en	en	SPS00	en
declararlo	declararlo	VMN0000+PP3CNA00	declarar+lo
	,	Fc	,
dho	dicho	VMP00SM	decir
asi	así	RG	así
en	en	SPS00	en
favor	favor	NCMS000	favor
mio	mío	PX1MS0S0	mío
y	y	CC	y
de	de	SPS00	de
la	la	DA0FS0	el
Manuela	Manuela	NP00000	manuela
	,	Fc	,
de	de	SPS00	de
q	que	CS	que
los	los	DA0MP0	el
Alcaldes	alcaldes	NCMP000	alcalde
lo	lo	PP3CNA00	lo
publicaron	publicaron	VMIS3P0	publicar
estando	estando	VMG0000	estar
en	en	SPS00	en
secreto	secreto	NCMS000	secreto
natural	natural	AQ0CS0	natural
	.	Fp	.
como	Como	CS	como
sabe	sabe	VMIP3S0	saber
la	la	DA0FS0	el
Ysabel	Isabel	NP00000	isabel
q	que	CS	que
ofrezieron	ofrecieron	VMIS3P0	ofrecer
no	no	RN	no
descubrirla	descubrirla	VMN0000+PP3FSA00	descubrir+lo
	,	Fc	,
Jamas	jamás	RG	jamás
lo	lo	PP3CNA00	lo
Bordara	bordará	VMIF3S0	bordar
.	.	Fp	.
Y	Y	CC	y
haziendolo	haciéndolo	VMG0000+PP3CNA00	hacer+lo
asi	así	RG	así
no	no	RN	no
solo	sólo	RG	sólo
les	les	PP3CPD00	le
dira	dirá	VMIF3S0	decir
Vmd	VM	NP00000	VM
a	a	SPS00	a
la	la	DA0FS0	el
Ysabel	Isabel	NP00000	isabel
y	y	CC	y
á	a	SPS00	a
sus	sus	DP3CP0	su
Padres	padres	NCMP000	padre
q	que	CS	que
no	no	RN	no
solo	sólo	RG	sólo
Jamas	jamás	RG	jamás
tomare	tomaré	VMIF1S0	tomar
en	en	SPS00	en
