Respuesta	Resposta	NCFS000	resposta
declararão	declararam	VMIS3P0	declarar
que	que	CS	que
fora	fora	VSIM0S0	ser
erro	erro	NCMS000	erro
e	e	CC	e
que	que	CS	que
não	não	RN	não
avião	haviam	VMII3P0	haver
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
senão	senão	CC	senão
a	a	DA0FS0	o
desima	décima	NCFS000	décima
	,	Fc	,
conforme	conforme	SPS00	conforme
o	o	DA0MS0	o
praso	prazo	NCMS000	prazo
antigo	antigo	AQ0MS0	antigo
e	e	CC	e
naturesa	natureza	NCFS000	natureza
do	do	SPS00+DA0MS0	de+o
emprasamto	emprazamento	NCMS000	emprazamento
	.	Fp	.
e	E	CC	e
posto	posto	VMP00SM	pôr
que	que	CS	que
se	se	P00CN000	se
anule	anule	VMSP0S0	anular
este	este	DD0MS0	este
contrato	contrato	NCMS000	contrato
e	e	CC	e
partisão	partição	NCFS000	partição
entre	entre	SPS00	entre
elles	eles	PP3MP000	ele
	,	Fc	,
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	a	SPS00	a
min	mim	PP1CSO00	mim
neste	neste	SPS00+DD0MS0	em+este
particular	particular	NCMS000	particular
não	não	RN	não
me	me	PP1CS000	me
pode	pode	VMIP3S0	poder
parar	parar	VMN0000	parar
perjuiso	prejuízo	NCMS000	prejuízo
	,	Fc	,
porque	porque	CS	porque
	,	Fc	,
se	se	CS	se
me	me	PP1CS000	me
não	não	RN	não
fizerão	fizeram	VMIS3P0	fazer
a	a	DA0FS0	o
dita	dita	VMP00SF	dizer
declrasão	declaração	NCFS000	declaração
e	e	CC	e
obriguasão	obrigação	NCFS000	obrigação
	,	Fc	,
puseralhe	pusera-lhe	VMIM0S0+PP3CSD00	pôr+lhe
demanda	demanda	NCFS000	demanda
pera	para	SPS00	para
anular	anular	VMN0000	anular
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
praso	prazo	NCMS000	prazo
,	.	Fp	.
sou	Sou	VSIP1S0	ser
tão	tão	RC	tão
largo	largo	AQ0MS0	largo
nisto	nisto	SPS00+PD0NN000	em+isto
porque	porque	CS	porque
temo	temo	VMIP1S0	temer
a	a	DA0FS0	o
maldade	maldade	NCFS000	maldade
do	do	SPS00+DA0MS0	de+o
pero	Pedro	NP00000	pedro
de	de	SPS00	de
lião	Leão	NP00000	leão
e	e	CC	e
a	a	DA0FS0	o
bondade	bondade	NCFS000	bondade
de	de	SPS00	de
vm	VM	NP00000	VM
;	.	Fp	.
mas	Mas	CC	mas
cuida	cuida	VMIP3S0	cuidar
que	que	CS	que
elles	eles	PP3MP000	ele
o	o	PP3MSA00	o
não	não	RN	não
arguirão	arguirão	VMIF3P0	arguir
	.	Fp	.
poren	Porém	RG	porém
	,	Fc	,
se	se	CS	se
acaso	acaso	RG	acaso
suseder	suceder	VMN0000	suceder
esteja	esteja	VMSP0S0	teja
vm	VM	NP00000	VM
advirtido	advertido	VMP00SM	advertir
e	e	CC	e
não	não	RN	não
se	se	P00CN000	se
fie	fie	VMSP0S0	fiar
delles	deles	SPS00+PP3MP000	de+ele
	,	Fc	,
que	que	CS	que
he	é	VSIP3S0	ser
ma	má	AQ0FS0	mau
gente	gente	NCFS000	gente
e	e	CC	e
an	hão	VMIP3P0	haver
de	de	SPS00	de
trabalhar	trabalhar	VMN0000	trabalhar
por	por	SPS00	por
enganar	enganar	VMN0000	enganar
a	a	DA0FS0	o
vm	VM	NP00000	VM
.	.	Fp	.
quanto	Quanto	PA000000	quanto
ao	ao	SPS00+DA0MS0	a+o
dro	dinheiro	NCMS000	dinheiro
	,	Fc	,
porque	porque	CS	porque
he	é	VSIP3S0	ser
cantidade	quantidade	NCFS000	quantidade
	,	Fc	,
pode	pode	VMIP3S0	poder
vm	VM	NP00000	VM
diser	dizer	VMN0000	dizer
que	que	CS	que
o	o	PP3MSA00	o
entreguen	entreguem	VMSP3P0	entregar
a	a	SPS00	a
mateus	Mateus	NP00000	mateus
lopes	Lopes	NP00000	lopes
torres	Torres	NP00000	torres
e	e	CC	e
cobren	cobrem	VMSP3P0	cobrar
delle	dele	SPS00+PP3MS000	de+ele
letra	letra	NCFS000	letra
pera	para	SPS00	para
ca	cá	RG	cá
mos	mos	PP1CS000+PP3MPA00	me+o
pagar	pagar	VMN0000	pagar
gaspar	Gaspar	NP00000	gaspar
nunes	Nunes	NP00000	nunes
	,	Fc	,
seu	seu	DP3MS0	seu
hirmão	irmão	NCMS000	irmão
	.	Fp	.
e	E	CC	e
con	com	SPS00	com
isto	isto	PD0NN000	isto
lhe	lhe	PP3CSD00	lhe
de	dê	VMSP0S0	dar
quitasão	quitação	NCFS000	quitação
e	e	CC	e
forra	forra	VMIP3S0	forrar
vm	VM	NP00000	VM
o	o	DA0MS0	o
trabalho	trabalho	NCMS000	trabalho
de	de	SPS00	de
contar	contar	VMN0000	contar
e	e	CC	e
andar	andar	VMN0000	andar
con	com	SPS00	com
o	o	DA0MS0	o
dro	dinheiro	NCMS000	dinheiro
as	às	SPS00+DA0FP0	a+o
costas	costas	NCFP000	costa
	.	Fp	.
e	E	CC	e
	,	Fc	,
alen	além	RG	além
diso	disso	SPS00+PD0NN000	de+isso
	,	Fc	,
delles	deles	SPS00+PP3MP000	de+ele
sera	será	VSIF3S0	ser
mais	mais	RC	mais
fasil	fácil	AQ0CS0	fácil
	,	Fc	,
porque	porque	CS	porque
como	como	CS	como
saẽ	saem	VMIP3P0	sair
mercadores	mercadores	NCMP000	mercador
encontranse	encontram-se	VMIS3P0+P00CN000	encontr+se
en	em	SPS00	em
diversas	diversas	AQ0FP0	diverso
cousas	coisas	NCFP000	coisa
	.	Fp	.
mto	Muito	RQ	muito
estimara	estimara	VMIM0S0	estimar
neste	neste	SPS00+DD0MS0	em+este
contrato	contrato	NCMS000	contrato
aver	haver	VMN0000	haver
vm	VM	NP00000	VM
de	de	SPS00	de
gajos	gajos	VMN0000	gajos
hũa	uma	DI0FS0	um
mea	meia	AQ0FS0	mau
onsa	onça	NCFS000	onça
de	de	SPS00	de
ambar	âmbar	NCMS000	âmbar
e	e	CC	e
mandarmo	mandar-mo	VMN0000+PP1CS000+PP3MSA00	mandar+me+o
	,	Fc	,
que	que	CS	que
esa	essa	DD0FS0	esse
gente	gente	NCFS000	gente
trata	trata	VMIP3S0	tratar
nelle	nele	SPS00+PP3MS000	em+ele
e	e	CC	e
desejo	desejo	VMIP1S0	desejar
de	de	SPS00	de
o	o	PP3MSA00	o
dar	dar	VMN0000	dar
a	a	SPS00	a
hũa	uma	DI0FS0	um
pesoa	pessoa	NCFS000	pessoa
de	de	SPS00	de
quẽ	quem	PR0CN000	quem
espero	espero	VMIP1S0	esperar
favor	favor	NCMS000	favor
.	.	Fp	.
o	O	DA0MS0	o
lionel	Leonel	NP00000	leonel
de	de	SPS00	de
quadros	Quadros	NP00000	quadros
me	me	PP1CS000	me
deu	deu	VMIS3S0	dar
letra	letra	NCFS000	letra
pera	para	SPS00	para
en	em	SPS00	em
sevilha	Sevilha	NP00000	sevilha
se	se	P00CN000	se
pagar	pagar	VMN0000	pagar
o	o	DA0MS0	o
dro	dinheiro	NCMS000	dinheiro
a	a	SPS00	a
hũ	um	DI0MS0	um
hirmão	irmão	NCMS000	irmão
de	de	SPS00	de
graviel	Gabriel	NP00000	gabriel
roiz	Roiz	NP00000	roiz
pardo	Pardo	NP00000	pardo
	,	Fc	,
o	o	DA0MS0	o
que	que	PR0CN000	que
fiz	fiz	VMIS1S0	fazer
pa	para	SPS00	para
que	que	CS	que
	,	Fc	,
depois	depois	RG	depois
de	de	SPS00	de
pagalo	pagá-lo	VMN0000+PP3MSA00	pagar+o
	,	Fc	,
mo	mo	PP1CS000+PP3MSA00	me+o
pagar	pagar	VMN0000	pagar
ca	cá	RG	cá
graviel	Gabriel	NP00000	gabriel
roiz	Roiz	NP00000	roiz
pardo	Pardo	NP00000	pardo
	,	Fc	,
descontando	descontando	VMG0000	descontar
os	os	DA0MP0	o
custos	custos	NCMP000	custo
da	da	SPS00+DA0FS0	de+o
trasida	trazida	NCFS000	trazida
(	(	Fc	(
porque	porque	CS	porque
asi	assim	RG	assim
me	me	PP1CS000	me
consertei	consertei	VMIS1S0	consertar
con	com	SPS00	com
graviel	Gabriel	NP00000	gabriel
roiz	Roiz	NP00000	roiz
pardo	Pardo	NP00000	pardo
por	por	SPS00	por
não	não	RN	não
achar	achar	VMN0000	achar
outro	outro	PI0MP000	outro
)	)	Fbt	)
	.	Fp	.
e	E	CC	e
	,	Fc	,
depois	depois	RG	depois
de	de	SPS00	de
pasada	passada	VMP00SF	passar
a	a	DA0FS0	o
letra	letra	NCFS000	letra
	,	Fc	,
me	me	PP1CS000	me
dixerão	disseram	VMIS3P0	dizer
mtos	muitos	DI0MP0	muito
males	males	NCMP000	mal
de	de	SPS00	de
graviel	Gabriel	NP00000	gabriel
roiz	Roiz	NP00000	roiz
pardo	Pardo	NP00000	pardo
e	e	CC	e
	,	Fc	,
asi	assim	RG	assim
	,	Fc	,
o	o	PP3MSA00	o
e	e	CC	e
tornei	tornei	VMIS1S0	tornar
a	a	SPS00	a
pegar	pegar	VMN0000	pegar
con	com	SPS00	com
lionel	Leonel	NP00000	leonel
de	de	SPS00	de
quadros	Quadros	NP00000	quadros
	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
dis	diz	VMIP3S0	dizer
que	que	CS	que
busque	busque	VMSP0S0	buscar
eu	eu	PP1CSN00	eu
outren	outrem	PI0NN000	outrem
	,	Fc	,
que	que	CS	que
elle	ele	PP3MS000	ele
pasara	passará	VMIF3S0	passar
letra	letra	NCFS000	letra
sobre	sobre	SPS00	sobre
quen	quem	PR0CN000	quem
eu	eu	PP1CSN00	eu
quiser	quiser	VMSF0S0	querer
,	.	Fp	.
ando	Ando	VMIP1S0	andar
lidando	lidando	VMG0000	lidar
	,	Fc	,
cuido	cuido	VMIP1S0	cuidar
cobrarei	cobrarei	VMIF1S0	cobrar
o	o	DA0MS0	o
que	que	PR0CN000	que
montou	montou	VMIS3S0	montar
	.	Fp	.
he	É	VSIP3S0	ser
,	,	Fc	,
são	são	VSIP3P0	ser
noventa	noventa	Z	noventa
e	e	CC	e
sinco	cinco	Z	cinco
pezos	pesos	NCMP000	peso
a	a	SPS00	a
252	252	Z	252
-	-	Fc	-
is	isto	PD0NN000	isto
cada	cada	DI0CN0	cada
pezo	peso	NCMS000	peso
montarão	montarão	VMIF3P0	montar
setesentos	setecentos	Z	setecentos
e	e	CC	e
quatro	quatro	Z	quatro
reales	reais	NCMP000	real
dos	dos	SPS00+DA0MP0	de+o
quais	quais	PR0CP000	qual
pode	pode	VMIP3S0	poder
vm	VM	NP00000	VM
dar	dar	VMN0000	dar
la	lá	RG	lá
a	a	DA0FS0	o
parte	parte	NCFS000	parte
os	os	DA0MP0	o
seissentos	seiscentos	Z	seiscentos
reales	reais	NCMP000	real
,	.	Fp	.
e	E	CC	e
dos	dos	SPS00+DA0MP0	de+o
sento	cento	Z	cento
e	e	CC	e
quatro	quatro	NCMS000	quatro
lhe	lhe	PP3CSD00	lhe
darei	darei	VMIF1S0	dar
conta	conta	NCFS000	conta
e	e	CC	e
entrega	entrega	NCFS000	entrega
	,	Fc	,
porque	porque	CS	porque
delles	deles	SPS00+PP3MP000	de+ele
se	se	P00CN000	se
an	hão	VMIP3P0	haver
de	de	SPS00	de
pagar	pagar	VMN0000	pagar
os	os	DA0MP0	o
gastos	gastos	NCMP000	gasto
da	da	SPS00+DA0FS0	de+o
escritura	escritura	NCFS000	escritura
e	e	CC	e
trasida	trazida	NCFS000	trazida
do	do	SPS00+DA0MS0	de+o
dro	dinheiro	NCMS000	dinheiro
de	de	SPS00	de
sevilha	Sevilha	NP00000	sevilha
e	e	CC	e
as	as	DA0FP0	o
duas	duas	Z	duas
caixas	caixas	NCFP000	caixa
de	de	SPS00	de
doses	doces	NCMP000	doce
que	que	PR0CN000	que
me	me	PP1CS000	me
quer	quer	VMIP3S0	querer
dar	dar	VMN0000	dar
,	.	Fp	.
e	E	CC	e
ben	bem	RG	bem
parese	parece	VMIP3S0	parecer
que	que	CS	que
entreven	intervém	VMIP3S0	intervir
aqui	aqui	RG	aqui
bacharel	bacharel	NCMS000	bacharel
	,	Fc	,
que	que	CS	que
são	são	VSIP3P0	ser
pelois	pelois	X	X
	,	Fc	,
porque	porque	CS	porque
por	por	SPS00	por
ds	Deus	NP00000	deus
ninguen	ninguém	PI0NN00N	ninguém
lhes	lhes	PP3CPD00	lhe
cobrara	cobrara	VMIM0S0	cobrar
este	este	DD0MS0	este
dro	dinheiro	NCMS000	dinheiro
e	e	CC	e
tivera	tivera	VMIM0S0	ter
o	o	DA0MS0	o
trabalho	trabalho	NCMS000	trabalho
que	que	PR0CN000	que
tive	tive	VMIS1S0	ter
	,	Fc	,
por	por	SPS00	por
menos	menos	RC	menos
da	da	SPS00+DA0FS0	de+o
quarta	quarta	AQ0FS0	quarto
parte	parte	NCFS000	parte
,	.	Fp	.
e	E	CC	e
juro	juro	NCMS000	juro
a	a	SPS00	a
ds	Deus	NP00000	deus
a	a	SPS00	a
vm	VM	NP00000	VM
que	que	CS	que
	,	Fc	,
por	por	SPS00	por
me	me	PP1CS000	me
cobraren	cobrarem	VMN03P0	cobrar
seissentos	seiscentos	Z	seiscentos
reales	reais	NCMP000	real
en	em	SPS00	em
valhadolid	Valladolid	NP00000	valladolid
liquidos	líquidos	AQ0MP0	líquido
	,	Fc	,
dou	dou	VMIP1S0	dar
dusentos	duzentos	Z	duzentos
	.	Fp	.
mas	Mas	CC	mas
vm	VM	NP00000	VM
dis	diz	VMIP3S0	dizer
que	que	CS	que
he	é	VSIP3S0	ser
cousa	coisa	NCFS000	coisa
sua	sua	DP3FS0	seu
	.	Fp	.
mto	Muito	RQ	muito
me	me	PP1CS000	me
pesa	pesa	VMIP3S0	pesar
não	não	RN	não
poder	poder	VMN0000	poder
ser	ser	VSN0000	ser
cerese	cerese	X	X
o	o	DA0MS0	o
que	que	PR0CN000	que
tenho	tenho	VAIP1S0	ter
feito	feito	VMP0000	fazer
neste	neste	SPS00+DD0MS0	em+este
particular	particular	NCMS000	particular
	,	Fc	,
mas	mas	CC	mais
vm	VM	NP00000	VM
pedema	pede-ma	VMIP3S0+PP1CS000+PP3FSA00	pedir+me+o
e	e	CC	e
he	é	VSIP3S0	ser
forsado	forçado	VMP00SM	forçar
agradalo	agradá-lo	VMN0000+PP3MSA00	agradar+o
,	.	Fp	.
fasame	Faça-me	VMSP0S0+PP1CS000	fazer+me
m	merce	NCFS000	mercê
de	de	SPS00	de
ver	ver	VMN0000	ver
este	este	DD0MS0	este
papel	papel	NCMS000	papel
de	de	SPS00	de
novas	novas	NCFP000	nova
e	e	CC	e
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
pera	para	SPS00	para
raquel	Raquel	NP00000	raquel
da	da	SPS00+DA0FS0	de+o
costa	Costa	NP00000	costa
pera	para	SPS00	para
serpa	Serpa	NP00000	serpa
e	e	CC	e
meter	meter	VMN0000	meter
estas	estas	DD0FP0	este
novas	novas	NCFP000	nova
nelle	nele	SPS00+PP3MS000	em+ele
	,	Fc	,
porque	porque	CS	porque
na	na	SPS00+DA0FS0	em+o
carta	carta	NCFS000	carta
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
que	que	CS	que
lhos	lhos	PP3CSD00+PP3MPA00	lhe+o
mando	mando	VMIP1S0	mandar
	,	Fc	,
e	e	CC	e
serrado	cerrado	VMP00SM	cerrar
o	o	DA0MS0	o
maso	maço	NCMS000	maço
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
ponha	ponha	VMSP0S0	pôr
parte	parte	NCFS000	parte
aquesta	esta	DD0FS0	este
carta	carta	NCFS000	carta
pera	para	SPS00	para
fernão	Fernão	NP00000	fernão
de	de	SPS00	de
magalhais	Magalhães	NP00000	magalhães
	.	Fp	.
he	É	VSIP3S0	ser
de	de	SPS00	de
don	Dom	NP00000	dom
gil	Gil	NP00000	gil
ianes	Eanes	NP00000	eanes
da	da	SPS00+DA0FS0	de+o
costa	Costa	NP00000	costa
	,	Fc	,
presidente	presidente	NCMS000	presidente
do	do	SPS00+DA0MS0	de+o
desembargo	desembargo	NCMS000	desembargo
do	do	SPS00+DA0MS0	de+o
paso	paço	NCMS000	paço
	.	Fp	.
conven	Convém	VMIP3S0	convir
darselhe	dar-se-lhe	VMN0000+P00CN000+PP3CSD00	dar+se+lhe
en	em	SPS00	em
mão	mão	NCFS000	mão
propria	própria	AQ0FS0	próprio
e	e	CC	e
metase	meta-se	VMSP0S0+P00CN000	meter+se
la	lá	RG	lá
o	o	DA0MS0	o
cabedal	cabedal	NCMS000	cabedal
posivel	possível	AQ0CS0	possível
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
ca	cá	RG	cá
farei	farei	VMIF1S0	fazer
o	o	DA0MS0	o
que	que	PR0CN000	que
puder	puder	VMSF0S0	poder
	.	Fp	.
peso	Peço	VMIP1S0	pedir
a	a	SPS00	a
vm	VM	NP00000	VM
que	que	CS	que
me	me	PP1CS000	me
compre	compre	VMSP0S0	comprar
tres	três	Z	três
varas	varas	NCFP000	vara
de	de	SPS00	de
olanda	holanda	NCFS000	holanda
de	de	SPS00	de
cambraia	cambraia	NCFS000	cambraia
mais	mais	RC	mais
fina	fina	AQ0FS0	fino
que	que	CS	que
possa	possa	VMSP0S0	poder
ser	ser	VSN0000	ser
	,	Fc	,
ou	ou	CC	ou
pano	pano	NCMS000	pano
de	de	SPS00	de
rei	rei	NCMS000	rei
tão	tão	RC	tão
fino	fino	AQ0MS0	fino
que	que	CS	que
seja	seja	VSSP0S0	ser
como	como	CS	como
canbrai	cambraia	NCFS000	cambraia
	,	Fc	,
e	e	CC	e
que	que	CS	que
o	o	PP3MSA00	o
de	dê	VMSP0S0	dar
a	a	SPS00	a
snra	Senhora	NP00000	senhor
izabel	Isabel	NP00000	isabel
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	abrunhosa
pera	para	SPS00	para
que	que	CS	que
me	me	PP1CS000	me
fasa	faça	VMSP0S0	fazer
as	as	DA0FP0	o
larguras	larguras	NCFP000	largura
que	que	PR0CN000	que
sejão	sejam	VSSP3P0	ser
dũ	dum	SPS00+DI0MS0	de+um
enxame	enxame	NCMS000	enxame
de	de	SPS00	de
largo	largo	AQ0MS0	largo
(	(	Fc	(
que	que	CS	que
he	é	VSIP3S0	ser
forsado	forçado	VMP00SM	forçar
andar	andar	VMN0000	andar
con	com	SPS00	com
o	o	DA0MS0	o
custume	costume	NCMS000	costume
)	)	Fbt	)
	,	Fc	,
e	e	CC	e
mandarme	mandar-me	VMN0000+PP1CS000	mandar+me
nos	nos	SPS00+DA0MP0	em+o
masos	maços	NCMP000	maço
de	de	SPS00	de
cartas	cartas	NCFP000	carta
as	as	DA0FP0	o
larguras	larguras	NCFP000	largura
con	com	SPS00	com
seu	seu	DP3MS0	seu
filete	filete	NCMS000	filete
e	e	CC	e
bainha	bainha	NCFS000	bainha
fransesa	francesa	AQ0FS0	francês
	,	Fc	,
e	e	CC	e
venhão	venham	VMSP3P0	vir
no	no	SPS00+DA0MS0	em+o
maso	maço	NCMS000	maço
de	de	SPS00	de
afonso	Afonso	NP00000	afonso
gomes	Gomes	NP00000	gomes
.	.	Fp	.
não	Não	RN	não
me	me	PP1CS000	me
duplica	duplica	VMIP3S0	duplicar
vm	VM	NP00000	VM
a	a	DA0FS0	o
resulusão	resolução	NCFS000	resolução
de	de	SPS00	de
sua	sua	DP3FS0	seu
vinda	vinda	NCFS000	vinda
ca	cá	RG	cá
	.	Fp	.
pesame	Pesa-me	VMIP3S0+PP1CS000	pesar+me
serto	certo	AQ0MS0	certo
por	por	SPS00	por
ds	Deus	NP00000	deus
que	que	CS	que
he	é	VSIP3S0	ser
notavel	notável	AQ0CS0	notável
herro	erro	NCMS000	erro
se	se	CS	se
vm	VM	NP00000	VM
e	e	CC	e
joão	João	NP00000	joão
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	abrunhosa
se	se	P00CN000	se
não	não	RN	não
ven	vêm	VMIP3S0	vir
ca	cá	RG	cá
este	este	DD0MS0	este
verão	verão	NCMS000	verão
	.	Fp	.
mas	Mas	CC	mas
cobreme	cobre-me	VMSP0S0+PP1CS000	cobrir+me
pro	por	SPS00	por
ese	esse	DD0MS0	esse
dro	dinheiro	NCMS000	dinheiro
e	e	CC	e
despashese	despache-se	VMSP0S0+P00CN000	despachar+se
ese	esse	DD0MS0	esse
feito	feito	NCMS000	feito
	,	Fc	,
e	e	CC	e
se	se	CS	se
asin	assim	RG	assim
o	o	PP3MSA00	o
não	não	RN	não
fasen	fazem	VMIP3P0	fazer
digo	digo	VMIP1S0	dizer
que	que	CS	que
me	me	PP1CS000	me
pode	pode	VMIP3S0	poder
agradeser	agradecer	VMN0000	agradecer
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
diser	dizer	VMN0000	dizer
o	o	DA0MS0	o
nome	nome	NCMS000	nome
que	que	PR0CN000	que
meresem	merecem	VMIP3P0	merecer
	.	Fp	.
venhãose	Venham-se	VMSP3P0+P00CN000	vir+se
;	,	Fc	,
venhãose	venham-se	VMSP3P0+P00CN000	vir+se
desaventurados	desaventurados	VMP00SM	desaventurar
foscos	foscos	AQ0MP0	fosco
cativos	cativos	NCMP000	cativo
dos	dos	SPS00+DA0MP0	de+o
fos	filhos	NCMP000	filho
de	de	SPS00	de
perra	perra	NCFS000	perra
de	de	SPS00	de
merda	merda	NCFS000	merda
	.	Fp	.
venhãose	Venham-se	VMSP3P0+P00CN000	vir+se
	.	Fp	.
verão	Verão	VMIF3P0	ver
esta	esta	DD0FS0	este
fermosura	formosura	NCFS000	formosura
que	que	PR0CN000	que
ds	Deus	NP00000	deus
criou	criou	VMIS3S0	criar
pera	para	SPS00	para
que	que	CS	que
a	a	DA0FS0	o
lus	luz	NCFS000	luz
ca	cá	RG	cá
perdoe	perdoe	VMSP0S0	perdoar
que	que	CS	que
estas	estas	DD0FP0	este
entranhas	entranhas	NCFP000	entranha
falão	falam	VMIP3P0	falar
.	.	Fp	.
tamben	Também	RG	também
se	se	CS	se
la	lá	RG	lá
vir	vir	VMN0000	vir
te	até	SPS00	até
seis	seis	Z	seis
lensois	lençóis	NCMP000	lençol
de	de	SPS00	de
bon	bom	AQ0MS0	bom
lanso	lanço	NCMS000	lanço
	,	Fc	,
finos	finos	AQ0MP0	fino
e	e	CC	e
novos	novos	AQ0MP0	novo
	,	Fc	,
que	que	PR0CN000	que
custen	custem	VMSP3P0	custar
te	até	SPS00	até
vinte	vinte	Z	vinte
e	e	CC	e
sinco	cinco	Z	cinco
reales	reais	NCMP000	real
cada	cada	DI0CN0	cada
hũ	um	DI0MS0	um
	,	Fc	,
compremos	compre-mos	VMSP0S0+PP1CS000+PP3MPA00	comprar+me+o
e	e	CC	e
tragamos	traga-mos	VMSP0S0+PP1CS000+PP3MPA00	trazer+me+o
	,	Fc	,
e	e	CC	e
hũ	um	DI0MS0	um
pavilhão	pavilhão	NCMS000	pavilhão
que	que	PR0CN000	que
custe	custe	VMSP0S0	custar
te	até	SPS00	até
dous	dois	Z	dois
mil	mil	Z	mil
rs	reales	NCMP000	real
	.	Fp	.
de	De	SPS00	de
madrid	Madrid	NP00000	madrid
	,	Fc	,
a	a	SPS00	a
24	24	Z	24
de	de	SPS00	de
abril	abril	NCMS000	abril
de	de	SPS00	de
607	607	Z	607
	,	Fc	,
gastão	Gastão	NP00000	gastão
d	de	SPS00	de
abrinhosa	Abrunhosa	NP00000	abrunhosa
porque	Porque	CS	porque
he	é	VSIP3S0	ser
imposivel	impossível	AQ0CS0	impossível
crer	crer	VMN0000	crer
	,	Fc	,
veja	veja	VMSP0S0	ver
m	mercê	NCFS000	mercê
o	o	DA0MS0	o
mto	muito	RQ	muito
que	que	PR0CN000	que
me	me	PP1CS000	me
custa	custa	VMIP3S0	custar
aplicarme	aplicar-me	VMN0000+PP1CS000	aplicar+me
a	a	SPS00	a
cousas	coisas	NCFP000	coisa
de	de	SPS00	de
gosto	gosto	NCMS000	gosto
	.	Fp	.
determino	Determino	VMIP1S0	determinar
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
mandar	mandar	VMN0000	mandar
mais	mais	RC	mais
novas	novas	NCFP000	nova
se	se	CS	se
vm	VM	NP00000	VM
ten	tem	VMIP3S0	ter
o	o	DA0MS0	o
animo	ânimo	NCMS000	ânimo
tão	tão	RC	tão
folgado	folgado	NCMS000	folgado
que	que	CS	que
se	se	P00CN000	se
quer	quer	VMIP3S0	querer
desemfadar	desenfadar	VMN0000	desenfadar
	.	Fp	.
ds	Deus	NP00000	deus
o	o	PP3MSA00	o
ajude	ajude	VMSP0S0	ajudar
	,	Fc	,
que	que	CS	que
eu	eu	PP1CSN00	eu
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
tenho	tenho	VMIP1S0	ter
inveja	inveja	NCFS000	inveja
	.	Fp	.
